"indicator_id","geo_type_id","geo_entity_id","year_id","data_value","unreliability_flag"
370,17,503,36,0.9,0
373,17,101,36,1.6,0
373,17,102,36,1.6,0
373,17,103,36,1.2,0
373,17,104,36,1.6,0
373,17,105,36,1.8,0
373,17,106,36,1.4,0
373,17,107,36,1.2,0
373,17,108,36,1.3,0
373,17,109,36,1.2,0
373,17,110,36,1.2,0
373,17,111,36,1.4,0
373,17,112,36,1.2,0
373,17,201,36,1.5,0
373,17,202,36,1.5,0
373,17,203,36,1.4,0
373,17,204,36,1.5,0
373,17,205,36,1.5,0
373,17,206,36,1.2,0
373,17,207,36,1.1,0
373,17,208,36,0.7,0
373,17,209,36,1.2,0
373,17,210,36,1.0,0
373,17,211,36,1.1,0
373,17,212,36,0.9,0
373,17,301,36,1.3,0
373,17,302,36,1.2,0
373,17,303,36,1.1,0
373,17,304,36,1.1,0
373,17,305,36,0.9,0
373,17,306,36,1.0,0
373,17,307,36,0.9,0
373,17,308,36,1.0,0
373,17,309,36,1.1,0
373,17,310,36,0.9,0
373,17,311,36,1.0,0
373,17,312,36,1.0,0
373,17,313,36,0.9,0
373,17,314,36,0.9,0
373,17,315,36,0.8,0
373,17,316,36,1.1,0
373,17,317,36,1.0,0
373,17,318,36,0.8,0
373,17,401,36,1.1,0
373,17,402,36,1.3,0
373,17,403,36,1.1,0
373,17,404,36,1.1,0
373,17,405,36,1.0,0
373,17,406,36,0.9,0
373,17,407,36,0.9,0
373,17,408,36,0.9,0
373,17,409,36,1.0,0
373,17,410,36,0.9,0
373,17,411,36,0.8,0
373,17,412,36,1.0,0
373,17,413,36,0.8,0
373,17,414,36,0.8,0
373,17,501,36,0.9,0
373,17,502,36,0.7,0
373,17,503,36,0.8,0
374,17,101,36,2.0,0
374,17,102,36,2.0,0
374,17,103,36,1.8,0
374,17,104,36,2.1,0
374,17,105,36,2.1,0
374,17,106,36,2.0,0
374,17,107,36,1.5,0
374,17,108,36,1.7,0
374,17,109,36,1.5,0
374,17,110,36,1.6,0
374,17,111,36,1.7,0
374,17,112,36,1.9,0
374,17,201,36,1.7,0
374,17,202,36,1.9,0
374,17,203,36,1.6,0
374,17,204,36,1.7,0
374,17,205,36,1.7,0
374,17,206,36,1.6,0
374,17,207,36,1.5,0
374,17,208,36,1.3,0
374,17,209,36,1.8,0
374,17,210,36,1.5,0
374,17,211,36,1.3,0
374,17,212,36,1.2,0
374,17,301,36,1.7,0
374,17,302,36,1.6,0
374,17,303,36,1.3,0
374,17,304,36,1.3,0
374,17,305,36,1.2,0
374,17,306,36,1.5,0
374,17,307,36,1.5,0
374,17,308,36,1.2,0
374,17,309,36,1.2,0
374,17,310,36,1.3,0
374,17,311,36,1.1,0
374,17,312,36,1.2,0
374,17,313,36,1.0,0
374,17,314,36,1.2,0
374,17,315,36,1.0,0
374,17,316,36,1.3,0
374,17,317,36,1.3,0
374,17,318,36,1.1,0
374,17,401,36,1.4,0
374,17,402,36,1.7,0
374,17,403,36,1.3,0
374,17,404,36,1.3,0
374,17,405,36,1.4,0
374,17,406,36,1.3,0
374,17,407,36,1.4,0
374,17,408,36,1.1,0
374,17,409,36,1.1,0
374,17,410,36,1.2,0
374,17,411,36,1.1,0
374,17,412,36,1.2,0
374,17,413,36,1.1,0
374,17,414,36,1.0,0
374,17,501,36,1.2,0
374,17,502,36,1.2,0
374,17,503,36,1.1,0
375,17,101,36,33.3,0
375,17,102,36,32.1,0
375,17,103,36,32.4,0
375,17,104,36,34.7,0
375,17,105,36,40.3,0
375,17,106,36,36.8,0
375,17,107,36,26.1,0
375,17,108,36,33.2,0
375,17,109,36,24.3,0
375,17,110,36,26.6,0
375,17,111,36,29.4,0
375,17,112,36,27.3,0
375,17,201,36,27.2,0
375,17,202,36,23.3,0
375,17,203,36,22.8,0
375,17,204,36,28.4,0
375,17,205,36,28.1,0
375,17,206,36,24.0,0
375,17,207,36,23.7,0
375,17,208,36,18.0,0
375,17,209,36,22.6,0
375,17,210,36,19.6,0
375,17,211,36,20.2,0
375,17,212,36,18.2,0
375,17,301,36,24.1,0
375,17,302,36,28.2,0
375,17,303,36,24.6,0
375,17,304,36,22.7,0
375,17,305,36,21.6,0
375,17,306,36,24.9,0
375,17,307,36,22.7,0
375,17,308,36,25.9,0
375,17,309,36,24.5,0
375,17,310,36,20.5,0
375,17,311,36,20.4,0
375,17,312,36,21.9,0
375,17,313,36,18.1,0
375,17,314,36,23.4,0
375,17,315,36,18.7,0
375,17,316,36,27.0,0
375,17,317,36,26.4,0
375,17,318,36,19.3,0
375,17,401,36,20.7,0
375,17,402,36,26.0,0
375,17,403,36,23.7,0
375,17,404,36,26.1,0
375,17,405,36,21.5,0
375,17,406,36,24.6,0
375,17,407,36,19.7,0
375,17,408,36,22.1,0
375,17,409,36,20.6,0
375,17,410,36,19.7,0
375,17,411,36,19.7,0
375,17,412,36,20.6,0
375,17,413,36,19.1,0
375,17,414,36,15.1,0
375,17,501,36,16.2,0
375,17,502,36,15.6,0
375,17,503,36,13.3,0
378,17,101,36,29.9,0
378,17,102,36,27.9,0
378,17,103,36,27.3,0
378,17,104,36,29.4,0
378,17,105,36,33.6,0
378,17,106,36,29.4,0
378,17,107,36,24.1,0
378,17,108,36,28.5,0
378,17,109,36,22.6,0
378,17,110,36,24.0,0
378,17,111,36,26.6,0
378,17,112,36,18.1,0
378,17,201,36,23.8,0
378,17,202,36,19.5,0
378,17,203,36,21.1,0
378,17,204,36,24.7,0
378,17,205,36,25.4,0
378,17,206,36,22.2,0
378,17,207,36,21.5,0
378,17,208,36,13.1,0
378,17,209,36,16.7,0
378,17,210,36,15.9,0
378,17,211,36,18.4,0
378,17,212,36,15.8,0
378,17,301,36,21.5,0
378,17,302,36,24.7,0
378,17,303,36,23.2,0
378,17,304,36,21.1,0
378,17,305,36,17.6,0
378,17,306,36,20.6,0
378,17,307,36,16.8,0
378,17,308,36,24.0,0
378,17,309,36,23.0,0
378,17,310,36,17.1,0
378,17,311,36,19.6,0
378,17,312,36,19.7,0
378,17,313,36,15.9,0
378,17,314,36,21.2,0
378,17,315,36,17.2,0
378,17,316,36,25.3,0
378,17,317,36,22.0,0
378,17,318,36,15.8,0
378,17,401,36,16.4,0
378,17,402,36,24.0,0
378,17,403,36,22.4,0
378,17,404,36,23.4,0
378,17,405,36,18.5,0
378,17,406,36,20.1,0
378,17,407,36,16.3,0
378,17,408,36,19.4,0
378,17,409,36,18.8,0
378,17,410,36,15.7,0
378,17,411,36,16.7,0
378,17,412,36,17.3,0
378,17,413,36,15.4,0
378,17,414,36,13.4,0
378,17,501,36,13.3,0
378,17,502,36,11.4,0
378,17,503,36,9.8,0
379,17,101,36,37.0,0
379,17,102,36,36.2,0
379,17,103,36,37.8,0
379,17,104,36,40.9,0
379,17,105,36,45.3,0
379,17,106,36,43.4,0
379,17,107,36,28.7,0
379,17,108,36,39.7,0
379,17,109,36,26.4,0
379,17,110,36,29.0,0
379,17,111,36,32.3,0
379,17,112,36,36.6,0
379,17,201,36,31.9,0
379,17,202,36,25.8,0
379,17,203,36,25.0,0
379,17,204,36,31.7,0
379,17,205,36,31.7,0
379,17,206,36,25.9,0
379,17,207,36,25.6,0
379,17,208,36,23.9,0
379,17,209,36,26.5,0
379,17,210,36,23.1,0
379,17,211,36,22.6,0
379,17,212,36,20.3,0
379,17,301,36,26.7,0
379,17,302,36,32.7,0
379,17,303,36,26.2,0
379,17,304,36,24.2,0
379,17,305,36,25.5,0
379,17,306,36,27.4,0
379,17,307,36,26.0,0
379,17,308,36,27.3,0
379,17,309,36,26.2,0
379,17,310,36,22.9,0
379,17,311,36,21.5,0
379,17,312,36,24.5,0
379,17,313,36,19.7,0
379,17,314,36,26.7,0
379,17,315,36,20.5,0
379,17,316,36,29.0,0
379,17,317,36,32.0,0
379,17,318,36,24.6,0
379,17,401,36,23.9,0
379,17,402,36,28.1,0
379,17,403,36,25.1,0
379,17,404,36,28.8,0
379,17,405,36,26.5,0
379,17,406,36,28.9,0
379,17,407,36,24.7,0
379,17,408,36,24.7,0
379,17,409,36,23.3,0
379,17,410,36,22.3,0
379,17,411,36,23.1,0
379,17,412,36,24.8,0
379,17,413,36,21.7,0
379,17,414,36,16.4,0
379,17,501,36,19.5,0
379,17,502,36,19.5,0
379,17,503,36,15.9,0
391,17,101,36,36.3,0
391,17,102,36,32.4,0
391,17,103,36,29.6,0
391,17,104,36,33.6,0
391,17,105,36,46.3,0
391,17,106,36,38.9,0
391,17,107,36,27.8,0
391,17,108,36,31.6,0
391,17,109,36,25.4,0
391,17,110,36,25.8,0
391,17,111,36,25.9,0
391,17,112,36,21.2,0
391,17,201,36,20.2,0
391,17,202,36,18.0,0
391,17,203,36,17.5,0
391,17,204,36,21.2,0
391,17,205,36,21.6,0
391,17,206,36,18.5,0
391,17,207,36,18.0,0
391,17,208,36,13.0,0
391,17,209,36,17.6,0
391,17,210,36,17.4,0
391,17,211,36,16.0,0
391,17,212,36,14.1,0
391,17,301,36,19.4,0
391,17,302,36,21.5,0
391,17,303,36,17.3,0
391,17,304,36,16.3,0
391,17,305,36,15.4,0
391,17,306,36,17.9,0
391,17,307,36,15.7,0
391,17,308,36,16.7,0
391,17,309,36,15.9,0
391,17,310,36,17.2,0
391,17,311,36,17.4,0
391,17,312,36,16.0,0
391,17,313,36,16.4,0
391,17,314,36,15.0,0
391,17,315,36,16.1,0
391,17,316,36,17.5,0
391,17,317,36,15.7,0
391,17,318,36,13.7,0
391,17,401,36,16.8,0
391,17,402,36,20.0,0
391,17,403,36,18.5,0
391,17,404,36,19.3,0
391,17,405,36,15.0,0
391,17,406,36,17.2,0
391,17,407,36,15.5,0
391,17,408,36,14.9,0
391,17,409,36,15.5,0
391,17,410,36,15.0,0
391,17,411,36,14.2,0
391,17,412,36,14.9,0
391,17,413,36,14.0,0
391,17,414,36,14.3,0
391,17,501,36,11.0,0
391,17,502,36,9.7,0
391,17,503,36,9.5,0
394,17,101,36,31.8,0
394,17,102,36,28.7,0
394,17,103,36,24.3,0
394,17,104,36,26.9,0
394,17,105,36,39.5,0
394,17,106,36,29.1,0
394,17,107,36,23.6,0
394,17,108,36,23.3,0
394,17,109,36,23.1,0
394,17,110,36,23.8,0
394,17,111,36,22.8,0
394,17,112,36,14.5,0
394,17,201,36,17.5,0
394,17,202,36,13.1,0
394,17,203,36,14.1,0
394,17,204,36,18.3,0
394,17,205,36,18.5,0
394,17,206,36,13.7,0
394,17,207,36,15.1,0
394,17,208,36,7.3,0
394,17,209,36,12.6,0
394,17,210,36,13.7,0
394,17,211,36,14.3,0
394,17,212,36,8.2,0
394,17,301,36,16.4,0
394,17,302,36,16.9,0
394,17,303,36,16.1,0
394,17,304,36,13.3,0
394,17,305,36,11.6,0
394,17,306,36,14.3,0
394,17,307,36,3.8,0
394,17,308,36,15.1,0
394,17,309,36,13.9,0
394,17,310,36,13.6,0
394,17,311,36,16.3,0
394,17,312,36,14.4,0
394,17,313,36,13.9,0
394,17,314,36,13.0,0
394,17,315,36,13.6,0
394,17,316,36,16.2,0
394,17,317,36,12.5,0
394,17,318,36,10.6,0
394,17,401,36,13.5,0
394,17,402,36,15.6,0
394,17,403,36,15.7,0
394,17,404,36,16.7,0
394,17,405,36,11.9,0
394,17,406,36,12.3,0
394,17,407,36,11.7,0
394,17,408,36,11.0,0
394,17,409,36,12.1,0
394,17,410,36,10.9,0
394,17,411,36,10.0,0
394,17,412,36,11.7,0
394,17,413,36,9.8,0
394,17,414,36,10.8,0
394,17,501,36,6.5,0
394,17,502,36,2.5,0
394,17,503,36,3.7,0
395,17,101,36,40.0,0
395,17,102,36,35.3,0
395,17,103,36,34.5,0
395,17,104,36,42.3,0
395,17,105,36,52.5,0
395,17,106,36,47.5,0
395,17,107,36,30.4,0
395,17,108,36,39.8,0
395,17,109,36,27.3,0
395,17,110,36,27.8,0
395,17,111,36,28.6,0
395,17,112,36,29.1,0
395,17,201,36,24.3,0
395,17,202,36,23.5,0
395,17,203,36,20.6,0
395,17,204,36,25.0,0
395,17,205,36,24.5,0
395,17,206,36,22.0,0
395,17,207,36,20.8,0
395,17,208,36,19.2,0
395,17,209,36,23.1,0
395,17,210,36,21.4,0
395,17,211,36,18.2,0
395,17,212,36,17.6,0
395,17,301,36,24.2,0
395,17,302,36,26.6,0
395,17,303,36,18.8,0
395,17,304,36,18.3,0
395,17,305,36,18.1,0
395,17,306,36,22.5,0
395,17,307,36,23.2,0
395,17,308,36,18.4,0
395,17,309,36,17.5,0
395,17,310,36,21.6,0
395,17,311,36,18.5,0
395,17,312,36,17.4,0
395,17,313,36,19.4,0
395,17,314,36,17.3,0
395,17,315,36,19.3,0
395,17,316,36,18.9,0
395,17,317,36,18.6,0
395,17,318,36,15.9,0
395,17,401,36,20.7,0
395,17,402,36,24.7,0
395,17,403,36,22.6,0
395,17,404,36,23.2,0
395,17,405,36,17.7,0
395,17,406,36,23.3,0
395,17,407,36,20.0,0
395,17,408,36,19.3,0
395,17,409,36,18.1,0
395,17,410,36,19.1,0
395,17,411,36,18.9,0
395,17,412,36,18.8,0
395,17,413,36,18.0,0
395,17,414,36,17.2,0
395,17,501,36,14.7,0
395,17,502,36,14.3,0
395,17,503,36,13.3,0
386,17,101,36,21.1,0
386,17,102,36,20.5,0
386,17,103,36,20.9,0
386,17,104,36,19.7,0
386,17,105,36,17.3,0
386,17,106,36,18.6,0
386,17,107,36,22.4,0
386,17,108,36,21.3,0
386,17,109,36,24.3,0
386,17,110,36,23.7,0
386,17,111,36,22.9,0
386,17,112,36,23.0,0
386,17,201,36,24.2,0
386,17,202,36,26.2,0
386,17,203,36,22.7,0
386,17,204,36,21.1,0
386,17,205,36,19.8,0
386,17,206,36,22.0,0
386,17,207,36,23.1,0
386,17,208,36,25.9,0
386,17,209,36,25.7,0
386,17,210,36,26.8,0
386,17,211,36,26.7,0
386,17,212,36,27.1,0
386,17,301,36,25.4,0
386,17,302,36,21.9,0
386,17,303,36,24.1,0
386,17,304,36,25.7,0
386,17,305,36,25.1,0
386,17,306,36,22.8,0
386,17,307,36,25.1,0
386,17,308,36,23.1,0
386,17,309,36,23.9,0
386,17,310,36,26.0,0
386,17,311,36,26.8,0
386,17,312,36,25.7,0
386,17,313,36,27.9,0
386,17,314,36,25.2,0
386,17,315,36,27.3,0
386,17,316,36,22.7,0
386,17,317,36,23.4,0
386,17,318,36,26.7,0
386,17,401,36,27.1,0
386,17,402,36,25.2,0
386,17,403,36,25.4,0
386,17,404,36,23.1,0
386,17,405,36,25.3,0
386,17,406,36,21.6,0
386,17,407,36,26.1,0
386,17,408,36,23.8,0
386,17,409,36,24.2,0
386,17,410,36,26.0,0
386,17,411,36,25.1,0
386,17,412,36,26.4,0
386,17,413,36,26.1,0
386,17,414,36,28.9,0
386,17,501,36,27.9,0
386,17,502,36,27.5,0
386,17,503,36,28.5,0
389,17,101,36,19.8,0
389,17,102,36,19.5,0
389,17,103,36,19.3,0
389,17,104,36,17.9,0
389,17,105,36,15.7,0
389,17,106,36,16.3,0
389,17,107,36,21.2,0
389,17,108,36,18.9,0
389,17,109,36,23.6,0
389,17,110,36,22.9,0
389,17,111,36,22.1,0
389,17,112,36,20.3,0
389,17,201,36,22.8,0
389,17,202,36,23.6,0
389,17,203,36,21.4,0
389,17,204,36,19.1,0
389,17,205,36,18.7,0
389,17,206,36,20.7,0
389,17,207,36,21.4,0
389,17,208,36,23.1,0
389,17,209,36,22.8,0
389,17,210,36,25.5,0
389,17,211,36,25.2,0
389,17,212,36,26.2,0
389,17,301,36,23.3,0
389,17,302,36,20.4,0
389,17,303,36,23.2,0
389,17,304,36,25.1,0
389,17,305,36,23.4,0
389,17,306,36,21.7,0
389,17,307,36,23.4,0
389,17,308,36,22.1,0
389,17,309,36,23.1,0
389,17,310,36,25.0,0
389,17,311,36,26.2,0
389,17,312,36,24.6,0
389,17,313,36,27.3,0
389,17,314,36,23.9,0
389,17,315,36,26.4,0
389,17,316,36,21.4,0
389,17,317,36,20.5,0
389,17,318,36,24.2,0
389,17,401,36,25.8,0
389,17,402,36,24.3,0
389,17,403,36,24.4,0
389,17,404,36,21.1,0
389,17,405,36,23.4,0
389,17,406,36,20.5,0
389,17,407,36,23.9,0
389,17,408,36,22.1,0
389,17,409,36,22.5,0
389,17,410,36,24.8,0
389,17,411,36,23.6,0
389,17,412,36,24.3,0
389,17,413,36,24.4,0
389,17,414,36,27.7,0
389,17,501,36,26.1,0
389,17,502,36,25.9,0
389,17,503,36,27.2,0
390,17,101,36,22.4,0
390,17,102,36,21.8,0
390,17,103,36,22.8,0
390,17,104,36,21.3,0
390,17,105,36,19.1,0
390,17,106,36,21.5,0
390,17,107,36,23.5,0
390,17,108,36,23.4,0
390,17,109,36,24.9,0
390,17,110,36,24.4,0
390,17,111,36,23.6,0
390,17,112,36,25.9,0
390,17,201,36,25.3,0
390,17,202,36,29.2,0
390,17,203,36,24.1,0
390,17,204,36,23.0,0
390,17,205,36,21.1,0
390,17,206,36,23.5,0
390,17,207,36,24.8,0
390,17,208,36,28.2,0
390,17,209,36,29.2,0
390,17,210,36,28.0,0
390,17,211,36,27.8,0
390,17,212,36,28.0,0
390,17,301,36,26.8,0
390,17,302,36,23.3,0
390,17,303,36,24.9,0
390,17,304,36,26.5,0
390,17,305,36,26.9,0
390,17,306,36,24.7,0
390,17,307,36,27.5,0
390,17,308,36,24.0,0
390,17,309,36,24.7,0
390,17,310,36,27.3,0
390,17,311,36,27.3,0
390,17,312,36,26.6,0
390,17,313,36,28.6,0
390,17,314,36,26.1,0
390,17,315,36,28.1,0
390,17,316,36,23.7,0
390,17,317,36,25.7,0
390,17,318,36,28.4,0
390,17,401,36,28.8,0
390,17,402,36,26.3,0
390,17,403,36,26.1,0
390,17,404,36,24.6,0
390,17,405,36,26.6,0
390,17,406,36,22.9,0
390,17,407,36,27.7,0
390,17,408,36,25.3,0
390,17,409,36,25.4,0
390,17,410,36,28.0,0
390,17,411,36,26.8,0
390,17,412,36,27.9,0
390,17,413,36,27.6,0
390,17,414,36,30.4,0
390,17,501,36,29.4,0
390,17,502,36,29.3,0
390,17,503,36,30.2,0

